test_patient,cohort,mode,horizon,model,rmse,mae,zone_a,epochs
552,2020,per_patient_scaled,15min,RF,12.012336930494282,7.690408116083181,97.19012605042016,
552,2020,per_patient_scaled,15min,LSTM,11.850401878356934,7.568598747253418,97.25140056022408,35.0
552,2020,per_patient_scaled,15min,Autoencoder,11.974863052368164,7.667488098144531,97.25140056022408,42.0
552,2020,per_patient_scaled,15min,TCN,13.591833114624023,9.322858810424805,96.32352941176471,36.0
552,2020,per_patient_scaled,15min,Transformer,12.407832145690918,7.97617769241333,96.98879551820728,59.0
552,2020,per_patient_scaled,30min,RF,20.918115616335236,14.630235627836013,85.46918767507003,
552,2020,per_patient_scaled,30min,LSTM,20.576461791992188,14.163529396057129,86.38830532212886,35.0
552,2020,per_patient_scaled,30min,Autoencoder,20.49065399169922,14.217549324035645,86.19572829131653,42.0
552,2020,per_patient_scaled,30min,TCN,23.487957000732422,17.428022384643555,78.27380952380952,36.0
552,2020,per_patient_scaled,30min,Transformer,21.135345458984375,14.515534400939941,85.50420168067227,59.0
552,2020,per_patient_scaled,45min,RF,28.329285749667395,20.606378305024368,73.57317927170868,
552,2020,per_patient_scaled,45min,LSTM,27.85297203063965,19.914880752563477,75.44642857142857,35.0
552,2020,per_patient_scaled,45min,Autoencoder,27.671554565429688,20.064489364624023,74.63235294117646,42.0
552,2020,per_patient_scaled,45min,TCN,31.73984718322754,24.34003448486328,64.6796218487395,36.0
552,2020,per_patient_scaled,45min,Transformer,28.437360763549805,20.245349884033203,74.90371148459384,59.0
567,2020,per_patient_scaled,15min,RF,15.32620193314536,8.855350725355972,96.70371210402963,
567,2020,per_patient_scaled,15min,LSTM,15.12938117980957,8.669734954833984,96.9607620775686,32.0
567,2020,per_patient_scaled,15min,Autoencoder,15.1231107711792,8.776067733764648,96.86247826415665,42.0
567,2020,per_patient_scaled,15min,TCN,16.31717300415039,10.204670906066895,94.89680199591744,17.0
567,2020,per_patient_scaled,15min,Transformer,15.977029800415039,9.368619918823242,96.00816511680654,37.0
567,2020,per_patient_scaled,30min,RF,25.964381981319075,17.014269225628194,85.01549860134573,
567,2020,per_patient_scaled,30min,LSTM,25.47401237487793,16.630741119384766,85.66568382853255,32.0
567,2020,per_patient_scaled,30min,Autoencoder,25.188331604003906,16.517019271850586,86.15710289559235,42.0
567,2020,per_patient_scaled,30min,TCN,26.930377960205078,18.79411506652832,78.77825659635594,17.0
567,2020,per_patient_scaled,30min,Transformer,26.46188735961914,17.269298553466797,85.18182505481212,37.0
567,2020,per_patient_scaled,45min,RF,34.61628255728904,24.008012813507577,72.25372344446964,
567,2020,per_patient_scaled,45min,LSTM,33.93640899658203,23.548784255981445,71.1196794435624,32.0
567,2020,per_patient_scaled,45min,Autoencoder,33.51578140258789,23.48021125793457,70.64338096318137,42.0
567,2020,per_patient_scaled,45min,TCN,35.48347473144531,26.0822696685791,65.88039615937099,17.0
567,2020,per_patient_scaled,45min,Transformer,34.95233917236328,24.199892044067383,70.64338096318137,37.0
584,2020,per_patient_scaled,15min,RF,18.109376058189373,10.636989730685869,94.97127407908077,
584,2020,per_patient_scaled,15min,LSTM,17.84651756286621,10.660440444946289,94.7685028725921,36.0
584,2020,per_patient_scaled,15min,Autoencoder,18.09441375732422,10.88589096069336,94.83609327475499,58.0
584,2020,per_patient_scaled,15min,TCN,18.920557022094727,11.967216491699219,94.14667117269347,23.0
584,2020,per_patient_scaled,15min,Transformer,18.29038429260254,10.909029006958008,94.78877999324096,58.0
584,2020,per_patient_scaled,30min,RF,28.269520408581606,18.7654657940279,86.57654613044947,
584,2020,per_patient_scaled,30min,LSTM,28.081024169921875,18.70964813232422,86.9415343021291,36.0
584,2020,per_patient_scaled,30min,Autoencoder,28.31244468688965,18.948047637939453,86.52923284893545,58.0
584,2020,per_patient_scaled,30min,TCN,30.233383178710938,21.40406036376953,82.91990537343698,23.0
584,2020,per_patient_scaled,30min,Transformer,28.357826232910156,18.812393188476562,86.82663061845219,58.0
584,2020,per_patient_scaled,45min,RF,35.98944820517195,25.419068814711146,76.74890165596486,
584,2020,per_patient_scaled,45min,LSTM,36.03131866455078,25.246692657470703,77.10713078742819,36.0
584,2020,per_patient_scaled,45min,Autoencoder,35.933441162109375,25.355247497558594,77.05981750591415,58.0
584,2020,per_patient_scaled,45min,TCN,39.421260833740234,29.26532554626465,70.61845217979047,23.0
584,2020,per_patient_scaled,45min,Transformer,36.115325927734375,25.257410049438477,77.31666103413315,58.0
596,2020,per_patient_scaled,15min,RF,12.00430629910893,7.305056327412366,97.03676470588235,
596,2020,per_patient_scaled,15min,LSTM,11.92718505859375,7.4225664138793945,96.50735294117646,44.0
596,2020,per_patient_scaled,15min,Autoencoder,12.208351135253906,7.9344096183776855,96.80882352941177,43.0
596,2020,per_patient_scaled,15min,TCN,13.427555084228516,9.075726509094238,94.67647058823529,17.0
596,2020,per_patient_scaled,15min,Transformer,12.076377868652344,7.6100568771362305,96.16176470588235,57.0
596,2020,per_patient_scaled,30min,RF,19.26270843837355,12.938139870967081,88.6470588235294,
596,2020,per_patient_scaled,30min,LSTM,19.03619384765625,12.827994346618652,88.24264705882354,44.0
596,2020,per_patient_scaled,30min,Autoencoder,19.092241287231445,13.2495698928833,88.22058823529412,43.0
596,2020,per_patient_scaled,30min,TCN,22.047998428344727,15.872631072998047,82.88970588235294,17.0
596,2020,per_patient_scaled,30min,Transformer,19.056222915649414,13.01684284210205,87.88970588235294,57.0
596,2020,per_patient_scaled,45min,RF,24.951847563114764,17.52545886662643,79.95588235294117,
596,2020,per_patient_scaled,45min,LSTM,24.62523651123047,17.285579681396484,80.07352941176471,44.0
596,2020,per_patient_scaled,45min,Autoencoder,24.741849899291992,17.862104415893555,79.13235294117646,43.0
596,2020,per_patient_scaled,45min,TCN,29.036956787109375,21.612258911132812,71.50735294117646,17.0
596,2020,per_patient_scaled,45min,Transformer,24.627838134765625,17.52138328552246,79.61029411764706,57.0
